Price,Area
8000000,1050
11000000,800
9200000,1100
5200000,1250
6000000,590
13000000,675
10500000,1200
11100000,911
12700000,1117
6000000,1125
5500000,560
9800000,650
10000000,1090
13000000,1463
5500000,1500
7200000,640
15000000,860
10500000,1300
4600000,1075
5500000,600
5000000,450
8000000,650
6000000,800
5200000,675
13000000,590
16000000,1300
14500000,1600
9500000,1655
8000000,1050
8000000,800
11000000,914
8000000,1100
16000000,1000
14500000,1600
6500000,1655
9500000,675
8000000,1050
11000000,800
9200000,1100
5200000,1250
6000000,590
13000000,675
10500000,1200
11100000,911
12700000,1117
6000000,1125
5500000,560
9800000,650
10000000,1090
13000000,1463
5500000,1500
7200000,640
15000000,860
10500000,1300
4600000,1075
5500000,600
5000000,450
8000000,650
6000000,800
5200000,675
13000000,590
16000000,1300
14500000,1600
9500000,1655
8000000,1050
8000000,800
11000000,914
9200000,1100
3900000,1250
21800000,1120
32500000,999
13000000,980
5500000,1500
7200000,640
15000000,860
10500000,1300
4600000,1075
5500000,600
5000000,450
8000000,650
6000000,800
5200000,675
13000000,590
16000000,1300
14500000,1600
9500000,1655
8000000,1050
8000000,800
11000000,914
9200000,1100
7575000,1250
4300000,550
7200000,526
4199000,937
12500000,1278
7575000,800
7800000,550
7500000,545
7575000,600
7800000,550
5700000,545
10000000,670
4600000,825
6000000,715
5000000,1040
16500000,1000
3500000,860
13500000,590
20000000,995
13500000,1500
19500000,1200
17000000,1400
39400000,670
7800000,2080
7800000,1125
16000000,600
27500000,650
18000000,1250
21500000,769
14900000,1010
20500000,698
26000000,1000
21000000,1371
12800000,1130
12000000,700
18000000,700
47000000,1060
14000000,2600
80000000,700
29000000,2453
32500000,1543
21000000,1250
55000000,1135
13500000,1557
20000000,995
13500000,1500
19500000,1200
20000000,1400
11500000,1400
11000000,960
66600000,440
11000000,833
4000000,1150
6800000,625
4900000,1000
59500000,620
37000000,2730
36500000,1361
28000000,1250
37000000,1850
43000000,1361
37000000,1850
36500000,1361
28000000,1250
37000000,1850
43000000,1361
29000000,1850
35000000,980
26000000,873
26000000,1230
44000000,1250
11000000,1721
66600000,585
11000000,833
4000000,1150
6800000,625
4900000,1000
59500000,620
4050000,2730
16500000,675
13500000,1500
9900000,1140
40000000,771
14900000,2000
8500000,900
45000000,990
60000000,5500
5600000,1836
14800000,1000
15400000,1505
12900000,1570
12700000,1311
11500000,1290
10800000,1170
9485000,1102
8184999,963
11900000,831
9377000,1209
9958000,952
9997000,1011
11100000,1015
10400000,1135
92400000,1065
113400000,3080
139500000,3780
14800000,4650
15400000,1505
12900000,1570
12700000,1311
11500000,1290
10800000,1170
9485000,1102
8184999,963
11900000,831
9377000,1209
9958000,952
9997000,1011
11100000,1015
10400000,1135
16500000,1065
12000000,1465
2800000,950
4800000,375
18000000,650
4300000,630
7200000,885
10000000,1012
4925000,1129
7000000,600
12200000,1012
5200000,1565
10400000,630
10400000,1129
5100000,1129
5000000,605
5100000,600
7900000,605
9500000,1000
9500000,1310
9300000,1225
12500000,1310
12400000,1540
9800000,1565
4800000,1225
4950000,600
5300000,635
23000000,650
32500000,1680
14800000,2415
3600000,1245
7000000,600
5898000,840
10800000,600
9600000,1209
6498999,1100
9497000,730
6497000,1200
7998000,600
9496000,990
12200000,1100
5894000,1327
9497000,585
6497000,1200
7998000,600
9496000,990
12200000,1100
5894000,1327
7494000,585
6498000,800
9300000,570
7200000,1100
10500000,860
6498000,1170
12200000,570
10500000,1327
6498000,1170
7495999,570
9499000,890
7300000,1100
5900000,800
12400000,585
8400000,1300
19000000,376
22200000,764
8500000,995
4400000,405
10500000,600
7300000,400
4250000,1149
6000000,560
26000000,650
8500000,1045
13000000,1175
15900000,550
5550000,867
9900000,990
100000000,539
2700000,3300
52500000,640
55000000,1450
72500000,1900
75000000,1750
75000000,1875
35000000,1600
26000000,1000
8500000,1045
29200000,1175
3200000,909
14200000,285
59400000,950
100000000,1080
80000000,3300
2100000,3498
7959999,245
2350000,755
3979999,430
4100000,413
4800000,465
4380000,610
4380000,610
5060000,610
4380000,650
4800000,430
5800000,485
4580000,686
2600000,430
7500000,500
4450000,660
2840000,455
5800000,466
3500000,686
5800000,450
7100000,686
8300000,660
2600000,790
2560000,500
2400000,441
4650000,480
5800000,525
4200000,663
3700000,440
3700000,417
4800000,650
41200000,660
12000000,2300
2800000,720
2600000,510
2400000,520
2200000,490
15000000,470
55000000,800
65000000,1225
8300000,1175
5100000,1095
8100000,695
6800000,1055
5100000,875
46000000,675
105500000,1150
65000000,2285
88000000,1500
122500000,2394
71000000,3150
55000000,2580
145000000,1125
65000000,3800
12800000,2250
12800000,750
22500000,1100
19000000,1900
27000000,1600
17500000,2300
13200000,2400
2300000,1120
2000000,254
8300000,220
7400000,525
9500000,650
7500000,826
5800000,1050
9000000,630
9000000,985
5000000,985
7800000,650
4200000,1000
2300000,650
2000000,254
8300000,220
11100000,525
18900000,1205
14000000,1225
15000000,900
7600000,1000
125000000,560
65000000,5320
16500000,2590
7400000,1065
8500000,650
11000000,800
15000000,1102
13500000,1400
12800000,1250
19000000,1100
15000000,1600
12800000,1400
22500000,1100
19000000,1900
14000000,1600
16500000,1014
18900000,1065
9100000,1225
29400000,920
22200000,1450
10500000,900
13200000,980
14200000,918
16000000,925
10300000,1232
8100000,975
20099999,710
11700000,1100
2816000,840
2596000,630
8000000,590
4300000,950
8000000,800
8300000,1075
4500000,1050
5000000,600
8500000,650
8500000,1175
9500000,1050
6500000,1120
6000000,735
9500000,759
7000000,1120
6500000,735
6500000,649
8500000,660
10500000,1000
13700000,1120
9500000,1380
9500000,1120
5500000,1120
4200000,649
8000000,650
7800000,954
6200000,1000
27799999,650
9500000,1600
15000000,1120
7900000,1050
5800000,1040
4200000,735
4400000,650
6500000,620
6500000,735
6500000,735
10500000,735
8500000,1580
7900000,1115
5500000,1040
13500000,620
15500000,1677
20000000,1530
10500000,1600
9500000,1580
9500000,1075
6900000,1120
5200000,735
5300000,641
6000000,660
4200000,735
5200000,650
5300000,641
8500000,660
6000000,1100
5200000,735
11000000,641
5300000,1254
5200000,660
6000000,641
15500000,735
10100000,1530
6000000,1580
15000000,750
12000000,1380
9500000,1210
5200000,1120
15500000,525
13000000,1530
12000000,1498
8700000,1395
4300000,1050
2357000,800
2500000,555
11500000,540
2700000,1133
3500000,410
5200000,565
11000000,596
11000000,800
2500000,350
4300000,545
5900000,650
6559999,650
7240000,965
7940000,965
7900000,965
8100000,965
9500000,965
25800000,665
8500000,1400
2394000,840
2394000,640
2436000,640
12900000,575
2225000,310
2565000,595
15300000,675
9000000,1040
10500000,793
24000000,760
7200000,1240
7000000,693
14500000,627
19000000,1020
22500000,1290
36500000,1495
24500000,2200
23500000,1558
18500000,1415
25600000,1202
18500000,1487
17000000,1065
9000000,1215
77500000,650
18000000,3507
21000000,987
43500000,1040
32500000,2015
13500000,1502
18000000,994
82500000,900
6600000,1220
2900000,555
70000000,620
60000000,1318
27000000,1634
70000000,872
120000000,1527
100000000,3049
80000000,3313
42500000,2436
60000000,1305
250000000,1750
8200000,5200
19000000,1000
15500000,1411
11000000,1000
3853000,600
65000000,860
4907000,2998
8100000,755
90000000,1137
6500000,1500
5500000,700
25000000,650
8323999,1080
13000000,1051
2500000,903
45000000,690
50100000,1400
33800000,2800
12000000,1500
12000000,600
31500000,600
23900000,1470
8000000,400
25000000,1095
4907000,2400
7600000,755
4000000,1350
6500000,750
6500000,1150
3900000,1150
5000000,650
52500000,900
55000000,1800
85000000,1780
3600000,2800
14900000,700
14900000,1200
32500000,806
3700000,2000
4700000,640
4300000,675
3250000,950
2300000,690
3750000,445
5600000,671
3797999,1050
5500000,910
3890000,980
14900000,650
55000000,1100
55000000,1296
50000000,1296
30000000,1150
55000000,850
18000000,1296
3300000,560
2600000,920
2650000,660
22500000,660
7700000,922
6800000,1095
6800000,925
4800000,925
9700000,725
10500000,575
12000000,1355
12000000,1750
9000000,1750
9000000,550
5700000,550
2425000,450
3750000,690
2815000,1050
3615000,710
3999000,1040
3954999,994
3415000,993
3410000,925
2300000,918
18500000,650
15100000,1350
6000000,1350
35000000,915
25500000,1600
35500000,1400
14500000,2400
20000000,900
19000000,1600
19000000,1100
19100000,1100
15500000,800
16000000,1000
5399000,900
4199000,905
18500000,625
32500000,950
19000000,1630
25000000,1100
27000000,1350
21500000,1601
11000000,1340
16000000,600
8500000,1100
29900000,640
2100000,1450
21500000,634
5200000,1390
8338000,650
6426000,981
6426000,693
8480000,693
6048000,1060
6048000,756
5500000,756
8330000,700
6120000,980
6700000,720
19000000,531
18500000,760
13500000,650
13500000,750
15000000,750
10500000,1100
14000000,500
4200000,650
14500000,1010
14500000,1215
31500000,1215
18500000,2700
14000000,1650
14000000,1100
23000000,1100
30000000,1500
17000000,1700
28000000,700
30000000,1100
20000000,1100
27000000,650
18900000,900
45000000,600
27500000,1700
40000000,1100
40000000,1700
50000000,1500
28000000,1800
50000000,1850
28000000,1800
40000000,1850
57500000,1200
30000000,1200
19000000,1100
22000000,1150
22000000,1000
35000000,1300
29000000,950
40000000,690
29000000,1100
33000000,665
27500000,1200
25000000,720
29000000,900
29000000,690
13500000,690
12500000,550
24000000,450
28000000,1400
24000000,1500
32500000,1400
26000000,1278
29000000,710
26500000,1100
19000000,1500
25000000,1155
19000000,1445
3700000,1150
3700000,1025
2750000,1025
41900000,730
9800000,2700
4500000,728
2250000,450
13500000,610
9800000,1066
22500000,728
7837000,1650
5250000,1045
230000000,700
7700000,6900
70000000,999
14500000,1800
15500000,1000
12000000,1000
14000000,1010
12500000,1150
2300000,1150
4700000,450
25700000,695
7500000,750
8500000,1145
16000000,525
9500000,1000
9500000,1975
4000000,1975
7150000,540
39000000,1050
12500000,1000
2300000,1150
16500000,450
4700000,1090
4700000,695
25700000,695
8500000,750
20000000,525
20000000,1000
16000000,1000
13500000,1000
15500000,860
8320000,1000
5160000,1040
3500000,645
8000000,655
27500000,1000
16500000,1750
14500000,1090
22500000,995
5600000,1655
22500000,700
27000000,1655
5690000,1205
8413000,769
11500000,1137
120000000,635
10200000,2160
17000000,864
12100000,1080
7800000,1100
7700000,1105
19700000,1020
8500000,800
8500000,1100
18200000,1100
45000000,750
60000000,2100
6700000,1400
17900000,1125
120000000,750
10200000,2160
17000000,864
12100000,1080
7800000,1100
7700000,1105
19700000,1020
8500000,800
8500000,1100
18200000,1100
45000000,750
60000000,2100
6700000,1400
17900000,1125
4500000,750
9200000,600
9200000,1127
8500000,1127
5330000,1125
21800000,715
180000000,1100
10000000,5460
8100000,600
5200000,1097
3700000,688
3700000,667
26500000,667
4500000,1740
11500000,645
27300000,870
11500000,1228
23000000,471
45000000,500
16000000,1250
8000000,1000
11500000,510
11000000,650
20000000,650
8700000,550
33000000,525
9500000,740
38000000,515
9800000,750
5200000,580
13500000,679
4300000,900
9500000,620
9500000,595
11000000,595
19000000,585
31500000,1325
9000000,1250
9600000,525
9600000,950
9600000,900
70000000,900
70000000,1824
70000000,1824
16000000,1824
16000000,950
8500000,950
18000000,600
5400000,980
26500000,697
26500000,1050
14000000,1050
14000000,1050
14000000,1050
2000000,1050
65000000,780
5700000,5000
5700000,725
13799999,725
13799999,1050
12600000,1050
2000000,850
8500000,780
2000000,750
2000000,780
28000000,780
2000000,1500
2000000,780
2000000,780
2000000,780
2000000,780
2000000,780
2000000,780
2000000,780
14500000,780
14500000,1050
21400000,1050
21400000,1101
16200000,1101
2700000,872
42000000,560
6498999,2020
18800000,945
8000000,985
6400000,1300
6400000,495
3800000,495
85000000,678
25000000,1800
6000000,1445
6000000,660
35000000,660
4300000,1000
4000000,665
8200000,480
6900000,1055
6900000,1287
16500000,1287
4000000,980
16000000,685
8500000,826
16000000,1075
67500000,742
16299999,1800
120000000,742
14600000,2570
19500000,720
3500000,1400
29000000,360
31000000,1550
35000000,1600
10000000,1600
16500000,1050
16500000,840
60000000,840
55000000,1296
30000000,1296
37000000,900
25500000,1150
29500000,850
7500000,1000
26000000,800
25500000,1850
9150000,1850
41500000,1127
43000000,1850
21500000,3000
13000000,1450
9500000,1565
8500000,700
15200000,560
14500000,1140
6700000,1150
7500000,950
16600000,950
15500000,981
14900000,915
14800000,883
15700000,879
15500000,928
13500000,919
20000000,800
12900000,1012
2500000,766
11000000,728
17200000,600
22500000,1250
12500000,1780
6500000,745
11500000,465
6400000,780
23500000,365
26500000,1325
18500000,1200
19900000,1050
8500000,800
5800000,600
10100000,695
9500000,548
2450000,580
20000000,575
2100000,823
24000000,585
140000000,960
17800000,4320
2200000,1250
6500000,620
4800000,450
20000000,615
12000000,2500
5200000,680
2900000,350
2800000,200
2900000,200
2900000,220
3000000,220
2300000,225
3400000,225
8900000,450
19300000,750
16399999,1600
16500000,1065
17500000,1090
13000000,1120
19000000,1450
5500000,1350
14000000,725
7500000,780
11500000,550
56000000,860
32500000,1196
15500000,775
10900000,840
57500000,500
60000000,1266
26000000,1440
23600000,900
16900000,1242
16900000,888
29200000,888
8600000,2905
8600000,550
16800000,550
16000000,1690
17500000,1215
30000000,1000
36500000,1200
27500000,1500
19600000,1400
30000000,1010
45000000,1180
29200000,2905
11500000,2905
16500000,1120
11000000,1850
25000000,1050
6000000,550
11500000,1000
8000000,1350
3800000,640
6000000,660
17000000,1050
35000000,1700
4000000,1080
7450000,660
6700000,600
43000000,670
8400000,2195
12800000,1206
3500000,1800
3000000,735
3000000,665
30000000,665
14000000,1080
9800000,1000
15500000,600
15500000,610
16000000,610
11000000,995
9000000,585
16500000,578
19800000,970
37000000,1450
37000000,1600
21500000,1600
15500000,1200
13000000,850
34000000,1075
22000000,1166
22000000,788
8700000,788
11200000,675
13500000,650
9600000,850
11500000,515
38100000,600
10000000,1596
13300000,600
10500000,899
7300000,650
7000000,735
7300000,540
15500000,570
9709000,1300
4200000,1022
20000000,340
16500000,1000
11200000,850
25000000,650
19600000,790
36400000,985
26500000,1193
100000000,1250
14600000,2040
14000000,1135
7600000,750
3000000,1050
3000000,600
8100000,600
13000000,1175
8000000,650
110000000,520
9900000,1620
9000000,826
10000000,847
10000000,1020
10000000,850
35000000,650
45000000,864
50000000,780
50000000,1020
13000000,1020
53000000,1240
7600000,1130
16500000,1053
16500000,1660
5500000,1660
9000000,354
6000000,510
11000000,520
8500000,1300
8500000,783
27599999,783
7500000,1600
12700000,685
13000000,1050
8500000,1150
8500000,783
27599999,783
7500000,1600
12700000,685
13000000,1050
6500000,1150
3000000,683
3000000,715
2800000,715
16000000,545
8900000,580
78700000,600
6217000,2300
8020000,700
2400000,900
28700000,350
17000000,1670
47000000,712
51000000,2050
23300000,2600
16000000,1250
6500000,750
3000000,360
10500000,600
110000000,1540
6350000,1620
6419000,655
9500000,655
6000000,640
6100000,350
35000000,550
6500000,1405
25000000,365
20200000,700
16000000,1190
17000000,800
25500000,830
55000000,800
41000000,1030
17000000,1862
58000000,1050
12800000,3000
30000000,950
22500000,1792
10000000,1330
13500000,600
31000000,970
37000000,1456
16000000,2310
18000000,900
18000000,1050
13500000,1155
20000000,742
35000000,1095
22000000,2310
11500000,1290
14500000,630
38500000,1125
22500000,1660
13000000,1290
16500000,850
28500000,756
19500000,1485
2700000,1150
74500000,580
71500000,3582
3500000,3182
23500000,650
28500000,1100
19500000,1485
2800000,1150
3300000,690
3300000,665
4000000,665
5250000,650
3951000,650
7500000,650
4500000,1150
4500000,680
4151000,680
4151000,650
3500000,650
3500000,650
2899000,650
5999000,450
5699000,945
4099000,905
6500000,588
5499000,902
4099000,902
21000000,590
5299000,910
4399000,905
5599000,615
5990000,905
5299000,905
9000000,645
9750000,720
27500000,630
9500000,1500
14500000,650
7000000,890
9000000,410
10000000,585
8000000,610
14500000,580
9800000,820
10000000,595
15000000,610
22000000,1020
8500000,1614
2200000,580
4550000,500
19800000,860
8500000,1130
19500000,500
2800000,1150
16500000,690
28500000,756
9750000,1485
27500000,630
23500000,1500
8500000,1100
8600000,580
11500000,590
12000000,650
14200000,785
14500000,780
16000000,710
9500000,1044
14500000,650
7000000,890
9000000,410
10000000,585
8000000,610
14500000,580
9800000,820
10000000,595
15000000,610
8000000,1020
34000000,1100
22500000,1555
9000000,1700
6500000,650
5325000,400
9500000,325
15000000,635
8700000,950
3049000,705
2099000,569
3500000,387
4499000,646
3372000,518
3446000,412
4656000,426
5499000,536
4621000,579
3500000,532
13500000,433
18500000,900
17500000,1285
16500000,1500
11800000,1050
7000000,1080
7000000,650
42500000,650
7100000,2400
7800000,950
17000000,950
2400000,775
2400000,585
71500000,585
15000000,1600
13700000,880
8800000,697
22500000,1100
14500000,935
27500000,580
16500000,1196
8600000,980
9000000,695
22500000,575
8200000,1350
8100000,725
8298999,720
7598999,700
11000000,750
7998999,900
7798999,690
7898999,700
11500000,680
7998999,1100
18500000,700
11000000,1676
42500000,750
7100000,2400
7800000,950
17000000,950
2400000,775
9000000,585
4900000,750
5700000,239
6351000,283
6900000,352
24500000,440
24500000,1350
22500000,1350
40000000,1250
8400000,1700
9000000,515
13500000,570
4800000,820
3300000,855
4500000,600
4500000,880
9800000,600
2000000,580
44500000,425
2350000,1950
7598999,425
9800000,400
27400000,599
14600000,1552
18500000,958
8000000,1174
12800000,419
13500000,705
4200000,931
9000000,350
4900000,750
5700000,239
6351000,283
6900000,352
24500000,440
24500000,1350
22500000,1350
40000000,1250
8400000,1700
9000000,515
13500000,570
4800000,820
3300000,855
4500000,600
4500000,880
9800000,600
2000000,580
44500000,425
2350000,1950
35000000,425
15200000,1700
14500000,680
26000000,950
18000000,1280
3700000,704
3700000,300
3400000,300
7500000,300
6850000,495
4000000,1050
3000000,650
4550000,550
3990000,650
4000000,650
4000000,650
4151000,650
4225000,650
4140999,650
3000000,650
4000000,550
6500000,650
16100000,525
9800000,675
7700000,540
27500000,1110
110000000,1000
7209999,3000
5637000,900
13200000,650
9450000,1500
5150000,1080
6500000,720
27900000,450
18900000,1086
13899999,925
31800000,505
46200000,1046
10800000,1507
10700000,1260
10600000,1240
16500000,1230
27500000,646
22000000,1056
31300000,858
8920000,1043
7320000,749
13100000,746
13100000,1140
21700000,1140
27799999,707
13899999,944
52100000,614
14300000,1104
24600000,686
34800000,1182
36500000,750
2150000,1620
2150000,655
2150000,655
2250000,655
2400000,655
3100000,700
2399000,920
2000000,700
2190000,610
3200000,655
3600000,820
2450000,910
3100000,550
2650000,920
9800000,650
8600000,1170
11399999,1026
5700000,1341
7800000,710
6700000,1010
5600000,775
7600000,693
10600000,972
5600000,1386
10400000,788
7700000,1365
5300000,1046
7320000,710
5518000,999
5500000,677
8250000,720
7800000,1060
6120000,1010
5650000,720
6200000,780
8500000,730
7650000,1048
5700000,982
7650000,770
6200000,1020
6000000,750
5500000,621
4000000,525
26000000,424
22200000,923
7500000,930
64300000,1015
4850000,1259
2500000,300
39100000,450
60500000,707
34700000,1195
36500000,832
25200000,965
105000000,1250
3500000,2800
4150000,650
7150000,650
10500000,1050
14600000,420
3500000,586
3500000,650
3500000,650
4000000,650
6800000,650
3500000,1050
8700000,650
10800000,580
13000000,550
2300000,760
9000000,350
9000000,650
8200000,650
8700000,610
10000000,585
15500000,600
31500000,900
8800000,1600
21500000,650
8400000,1350
2500000,605
2500000,615
82000000,615
5000000,2044
21200000,950
25200000,859
18900000,969
20500000,710
54200000,1015
55400000,1174
55700000,1179
60700000,1181
79200000,1234
62100000,1648
85600000,1305
54500000,1705
65500000,1142
68100000,1344
59500000,1418
27000000,1210
26000000,1550
2999000,1250
5100000,550
4000000,650
4099000,650
4400000,650
12000000,650
11700000,700
13899999,560
14500000,720
16700000,721
16000000,1050
16800000,1053
16500000,1054
16399999,1054
16500000,1050
6200000,1053
8500000,310
22000000,575
18200000,1400
19500000,980
11000000,1300
21500000,450
17500000,1650
17500000,1350
20000000,1350
25500000,711
33500000,921
23900000,1112
6000000,1042
30000000,1000
67000000,1200
42500000,2500
8016000,1850
4043000,809
4498000,408
8294000,454
6242000,834
6242000,630
17500000,630
15300000,1775
11000000,1275
17700000,1166
60000000,1338
110000000,1118
99000000,2550
9500000,2073
9000000,650
2800000,1150
3300000,550
9200000,550
18000000,620
8000000,1010
11700000,490
17400000,430
30400000,624
31000000,957
69900000,1300
57200000,2005
30000000,1655
8300000,1450
45199999,725
9500000,1473
9900000,457
9900000,480
13300000,480
14800000,599
18900000,669
16000000,1350
7950000,1039
5400000,1060
8500000,720
37400000,980
56500000,1224
20000000,1859
7800000,551
8600000,930
30000000,965
6700000,797
9500000,950
9300000,1050
9300000,960
9700000,960
8500000,1100
9041000,1050
9167000,1530
7881000,1490
5686000,1295
10500000,1017
10600000,620
10800000,650
6000000,650
12200000,730
10800000,1235
6400000,1200
6400000,693
14500000,674
7700000,1250
5200000,995
17900000,665
11500000,1300
9500000,1100
13500000,981
6500000,1386
9500000,693
13899999,981
8900000,750
7900000,1185
5200000,1020
5200000,690
5300000,690
6500000,300
27500000,1300
27500000,1180
14000000,1180
5200000,768
4100000,340
4100000,340
3800000,355
4100000,350
3900000,350
3900000,380
5200000,350
3900000,410
4200000,340
4000000,350
4100000,350
4200000,340
4000000,340
4100000,350
4000000,350
3700000,350
3800000,335
3800000,335
3800000,340
52600000,340
84500000,833
30200000,1409
50800000,1145
36000000,1815
39000000,930
71500000,1147
58000000,1680
101800000,1500
47800000,2400
51300000,815
20900000,1096
10000000,667
17300000,479
21600000,845
32700000,1202
4600000,1763
7400000,665
59000000,800
38000000,2250
22000000,1350
8628000,1250
9167000,654
9745000,686
10000000,732
8200000,762
11000000,608
9013000,837
12000000,682
10800000,931
2200000,816
2099000,650
6000000,882
7200000,750
6700000,1300
4750000,1200
16000000,900
4700000,2020
4600000,800
7500000,910
4500000,950
8900000,930
4900000,1690
13100000,900
13100000,2700
6900000,2700
9300000,1400
9500000,1800
4450000,1800
3800000,600
6800000,700
13500000,1400
12000000,650
8200000,680
11500000,550
37500000,780
11000000,1600
18000000,625
15000000,950
8200000,990
14000000,550
12500000,700
12500000,815
25000000,570
8200000,1160
14000000,485
21800000,800
27500000,768
27500000,1055
43500000,1055
47500000,1466
150000000,1906
19700000,3100
19700000,709
27100000,709
35400000,980
28500000,1418
16100000,1050
21700000,627
6200000,894
45199999,480
7500000,2800
18000000,420
26000000,1400
39800000,955
42500000,2525
11700000,1350
11700000,1440
12600000,1440
10000000,650
10000000,600
16500000,585
9500000,1220
22500000,650
72000000,900
55000000,2800
55000000,1500
16500000,1500
15500000,750
18500000,950
22500000,1100
20299999,961
27000000,638
80000000,949
46500000,2475
27500000,1500
17500000,1270
14500000,980
7500000,850
21500000,600
18500000,950
18000000,1100
5100000,1100
4700000,675
8844000,675
15400000,1051
19000000,670
22000000,890
7290000,1100
7290000,950
23000000,950
36000000,1250
24000000,1900
4850000,1300
11100000,411
12000000,886
13300000,1046
18800000,1158
10800000,1662
17500000,928
6787000,750
2400000,850
8100000,585
12000000,729
16000000,750
25600000,750
47500000,902
27000000,1440
13500000,1100
60000000,1015
9500000,1200
5500000,1050
7200000,558
3000000,961
4500000,450
7198999,680
7500000,1150
3000000,1150
4000000,550
8700000,650
8500000,950
8000000,1150
6800000,1150
5500000,710
8200000,681
7884000,1025
8000000,1080
12000000,1050
8000000,1275
5800000,1050
5500000,700
8200000,650
9500000,1015
8600000,1185
18200000,950
25000000,941
35700000,1189
28000000,1710
31700000,1003
39000000,1166
19000000,1509
22300000,1035
3100000,1355
4300000,581
6400000,843
9100000,495
9000000,690
11900000,676
20800000,1020
20800000,1214
33000000,1639
16200000,2519
16200000,1050
2250000,1050
2300000,590
2300000,550
9500000,550
14500000,750
9500000,800
19000000,575
18000000,750
29500000,1300
38000000,1500
17000000,1400
8200000,950
22500000,1015
22500000,1654
5500000,1654
7500000,400
18000000,650
12000000,1125
12600000,900
9000000,750
12700000,550
8800000,750
6000000,600
9000000,693
9000000,1060
8600000,1060
8600000,1100
4200000,1100
4200000,640
9000000,640
9000000,1031
10000000,1031
5600000,1100
5600000,620
8600000,620
23500000,615
8000000,1310
21500000,605
19100000,1250
21700000,1205
19200000,1250
19200000,1205
21500000,1205
19000000,1300
7500000,1205
21000000,682
21000000,1425
13500000,1425
8500000,1092
10500000,1080
10500000,980
6500000,980
6500000,685
29000000,685
15500000,1120
13500000,1525
13500000,1370
9000000,1370
9000000,1150
14000000,1150
14000000,1250
11000000,810
51500000,642
45500000,2360
90399999,1620
6000000,3150
35700000,335
23000000,1728
20500000,1250
27000000,1040
15500000,1560
22500000,927
9500000,1835
8500000,1050
2750000,600
7200000,450
9000000,1050
7000000,1550
7500000,1100
4000000,1150
3950000,650
4500000,630
14500000,680
95000000,1335
15500000,3100
28500000,1450
7500000,1289
8500000,920
5600000,1220
9000000,560
24000000,1060
9500000,1290
17500000,600
17200000,650
5499000,1100
15000000,500
21000000,600
6500000,1190
7000000,630
17500000,950
17500000,1020
4000000,1020
12500000,650
14500000,1650
17000000,750
9500000,1000
4500000,1150
4700000,650
7000000,625
10500000,950
16500000,650
2100000,950
2064000,700
2100000,600
2888000,700
2100000,962
2064000,700
2100000,688
2064000,700
2064000,688
2898000,688
2886000,966
2100000,962
2064000,700
2100000,688
2064000,700
2898000,688
2886000,966
2064000,962
2100000,688
2064000,700
3400000,688
65000000,650
3200000,3200
2500000,610
2000000,560
18100000,510
3200000,1153
3200000,615
10900000,615
8700000,700
14500000,585
65000000,900
11000000,2664
9500000,600
12600000,510
11000000,885
2300000,592
2100000,450
2300000,425
2600000,425
6900000,570
2150000,700
2100000,425
7500000,410
7000000,920
7400000,720
9300000,950
6000000,1100
5000000,700
9500000,650
23500000,1120
10000000,1500
5200000,1125
5900000,650
13500000,725
11200000,931
14800000,676
13600000,880
15000000,1140
9500000,1170
21500000,660
6998999,1264
9500000,550
6500000,1150
6500000,700
6500000,700
6500000,650
6500000,650
11500000,711
8000000,1270
15000000,1050
8000000,1200
8500000,1100
8500000,1120
6500000,1120
34500000,950
17000000,2465
17000000,1450
5500000,1450
5500000,675
8499000,675
8500000,1050
51500000,1100
14500000,2095
10000000,1000
15500000,1100
36600000,850
25500000,1625
27000000,1750
27900000,1750
25000000,1245
3500000,1750
2000000,1250
2300000,1252
2300000,510
16299999,510
12500000,1090
21500000,800
15200000,1200
9500000,739
5500000,1200
4200000,650
4200000,720
4200000,720
6900000,675
21000000,1060
6990000,1075
15400000,450
19200000,711
21500000,863
16000000,1012
20200000,731
21400000,969
16500000,990
24000000,662
10700000,1452
8500000,660
8200000,685
17500000,685
2700000,1600
12900000,400
5900000,1860
8000000,632
47000000,976
37500000,1500
3747999,1200
40000000,833
4351000,790
14800000,967
18000000,800
6500000,850
10900000,400
11000000,876
14000000,535
5500000,1137
5700000,900
6900000,486
4600000,1130
25000000,650
20000000,1600
11000000,1250
14800000,1000
9900000,1300
13500000,784
9000000,1146
6900000,550
6900000,446
2200000,446
4140000,525
4500000,920
4500000,920
4600000,920
5500000,920
5500000,800
4200000,1080
10800000,655
4000000,928
13899999,550
8000000,900
3000000,2000
4000000,450
4500000,600
25000000,610
51500000,1250
6350000,1640
11800000,730
3000000,984
17200000,575
110000000,750
4850000,1850
13899999,900
8400000,992
26500000,1020
3500000,1450
3500000,300
5500000,300
29400000,400
16500000,1984
11900000,1249
12300000,1461
26900000,1044
16800000,1505
17500000,975
5500000,978
16900000,400
11900000,700
11000000,500
11100000,625
9100000,1205
11500000,1185
43000000,1390
38000000,1820
28500000,1690
31000000,1200
41500000,1200
16500000,1820
16500000,1150
15500000,1150
6000000,985
9200000,350
7000000,558
12500000,345
8000000,800
6200000,500
14200000,425
12500000,900
12200000,900
16200000,1150
12200000,975
9100000,1150
5100000,585
10000000,400
9800000,575
8750000,610
7800000,540
7400000,600
7400000,600
10000000,600
13500000,590
9500000,800
14000000,650
8750000,1050
18500000,540
16800000,1950
25000000,1050
14500000,1600
10000000,1150
